fico_score,income,debt_to_income,num_open_trades,utilization_rate,inquiries_last_6m,loan_amount,term,apr,channel,product_type,employment_length,state,age,default_12m
689,28925,0.28,14,0.85,7,4631,36,34.08,Mail,Home_Improvement,23,GA,44,0
825,104071,0.37,10,0.13,6,42283,36,19.72,Mail,Personal,17,NC,43,0
657,83445,0.66,8,0.97,0,47437,36,5.79,Partner,Debt_Consolidation,0,TX,64,0
623,144466,0.31,10,0.67,8,33635,36,33.4,Partner,Business,10,Other,68,0
565,186781,0.15,14,0.44,4,18314,60,10.17,Mail,Home_Improvement,18,MI,33,0
602,133338,0.28,15,0.5,7,45614,60,12.68,Direct,Personal,36,Other,25,0
638,109943,0.49,11,0.04,6,40743,36,15.46,Partner,Debt_Consolidation,32,PA,30,1
707,171916,0.01,6,0.95,7,20637,36,10.34,Mail,Home_Improvement,17,GA,60,1
610,50928,0.52,5,0.57,4,28559,36,6.18,Direct,Personal,29,TX,59,0
592,191317,0.12,6,0.83,9,4903,36,23.08,Direct,Debt_Consolidation,37,NY,37,0
696,61685,0.42,9,0.38,7,48153,60,12.24,Partner,Home_Improvement,15,FL,21,0
590,138999,0.46,2,0.4,5,4052,36,15.58,Direct,Debt_Consolidation,17,IL,74,0
786,147773,0.47,7,0.73,10,35504,60,29.96,Mail,Personal,33,TX,48,0
592,33633,0.24,14,0.38,2,40112,36,30.99,Mail,Debt_Consolidation,18,TX,27,1
554,140636,0.64,18,0.07,9,19338,36,28.6,Direct,Personal,27,Other,44,0
712,27854,0.06,6,0.37,1,44366,36,5.91,Direct,Debt_Consolidation,25,FL,49,1
583,194084,0.55,8,0.57,1,30557,36,17.45,Direct,Debt_Consolidation,11,TX,27,0
659,81878,0.67,15,0.81,10,3902,36,30.24,Mail,Personal,18,Other,57,0
683,24076,0.79,13,0.08,8,25986,36,13.1,Partner,Debt_Consolidation,10,NY,62,1
571,92547,0.66,2,0.06,8,47610,36,34.82,Direct,Debt_Consolidation,20,CA,68,1
758,35235,0.66,4,0.48,9,13487,36,28.9,Mail,Debt_Consolidation,27,PA,47,1
626,103053,0.38,0,0.84,2,12761,36,17.02,Direct,Personal,16,IL,63,0
604,155848,0.13,15,0.11,1,20667,60,21.74,Partner,Debt_Consolidation,35,FL,22,0
800,31020,0.45,12,0.49,8,25996,36,31.63,Direct,Home_Improvement,19,CA,38,0
821,161247,0.05,11,0.85,1,22522,36,11.82,Partner,Home_Improvement,11,Other,47,0
680,36454,0.33,18,0.67,1,20320,36,31.22,Mail,Debt_Consolidation,34,NY,26,0
628,196080,0.75,19,0.75,7,26653,36,27.12,Partner,Debt_Consolidation,29,CA,71,1
784,111190,0.61,3,0.71,8,1391,36,31.97,Mail,Home_Improvement,18,TX,44,0
799,54400,0.55,19,0.73,2,37256,36,13.98,Mail,Personal,40,CA,58,0
798,160177,0.18,13,0.95,7,19375,36,31.86,Partner,Personal,2,GA,43,0
823,161426,0.02,5,0.67,2,23429,36,28.93,Direct,Personal,0,CA,56,0
756,190113,0.13,1,0.74,6,48072,36,18.73,Direct,Debt_Consolidation,22,FL,60,0
843,126396,0.7,11,0.54,6,49903,36,16.57,Mail,Personal,24,FL,53,0
691,114263,0.04,17,0.99,0,26376,60,13.05,Partner,Home_Improvement,13,Other,73,0
697,50739,0.6,1,0.64,6,26526,36,21.2,Partner,Business,15,Other,75,0
691,132877,0.05,10,0.84,6,1085,60,23.28,Mail,Home_Improvement,24,Other,38,0
576,186580,0.66,10,0.75,3,4780,36,19.1,Direct,Home_Improvement,10,IL,75,0
574,104054,0.74,1,0.9,1,41840,60,32.83,Direct,Debt_Consolidation,13,FL,55,1
716,20699,0.36,11,0.31,2,1861,36,25.8,Mail,Debt_Consolidation,23,FL,24,1
833,153731,0.38,11,0.01,5,9000,36,34.5,Partner,Home_Improvement,40,Other,38,0
551,149135,0.21,1,0.98,5,5439,36,17.83,Partner,Auto,9,TX,51,0
848,89528,0.36,16,0.47,9,14308,36,22.02,Direct,Debt_Consolidation,38,Other,24,0
613,73368,0.38,19,0.85,9,6672,36,24.36,Partner,Auto,27,IL,45,0
649,42030,0.53,10,0.69,9,19346,36,33.57,Partner,Personal,34,CA,58,1
779,181839,0.44,15,0.88,3,16719,36,8.86,Direct,Personal,15,MI,73,1
747,21066,0.61,10,0.03,10,11063,60,5.48,Direct,Auto,34,TX,48,1
632,141663,0.25,16,0.61,6,14273,36,20.1,Direct,Business,33,PA,24,0
572,167912,0.37,2,0.61,9,36521,36,13.84,Direct,Home_Improvement,6,NY,54,1
761,69315,0.32,16,0.93,10,12394,60,24.47,Direct,Debt_Consolidation,24,Other,21,1
818,36592,0.7,5,0.49,0,21419,36,16.08,Partner,Personal,1,FL,48,0
783,178467,0.35,6,0.12,8,5082,60,11.36,Partner,Personal,22,PA,67,0
689,159980,0.2,8,0.42,5,36336,36,32.54,Direct,Home_Improvement,3,CA,32,0
702,34709,0.26,20,0.61,9,32230,36,11.68,Direct,Debt_Consolidation,13,IL,49,0
673,135032,0.09,13,0.73,8,35570,60,5.69,Mail,Personal,20,NC,52,0
611,145310,0.53,12,0.98,4,32488,60,23.07,Mail,Personal,7,TX,52,0
794,127086,0.35,1,0.53,0,29870,60,13.23,Mail,Personal,7,CA,42,0
712,132049,0.27,4,0.32,5,44515,36,9.49,Direct,Auto,11,NY,60,1
765,143778,0.49,1,0.43,0,7481,36,34.67,Direct,Personal,14,TX,56,1
818,122308,0.11,11,0.65,4,28735,60,27.19,Direct,Debt_Consolidation,5,NY,24,1
709,72630,0.39,2,0.71,9,11546,36,9.37,Direct,Debt_Consolidation,2,OH,24,0
772,39783,0.23,1,0.57,1,1416,36,22.92,Direct,Debt_Consolidation,20,OH,40,0
815,90455,0.68,4,0.65,7,48656,36,30.87,Partner,Personal,20,MI,32,0
651,34810,0.4,6,0.16,6,27007,36,29.63,Mail,Home_Improvement,28,CA,24,0
803,44433,0.17,8,0.0,2,24435,36,33.51,Direct,Personal,26,Other,71,0
732,35957,0.68,6,0.28,7,45034,36,7.39,Mail,Personal,36,PA,43,1
725,114149,0.48,17,0.49,5,37947,36,6.78,Partner,Home_Improvement,10,Other,71,0
690,80553,0.02,7,0.63,2,40524,60,18.74,Direct,Home_Improvement,14,FL,70,0
769,150780,0.55,9,0.88,0,20328,60,33.29,Direct,Home_Improvement,17,NC,60,0
555,127497,0.36,2,0.02,9,38506,60,21.77,Direct,Personal,37,PA,57,1
766,113191,0.4,19,0.47,0,12792,36,20.47,Direct,Debt_Consolidation,36,FL,57,0
743,111823,0.77,20,0.15,3,19797,36,32.57,Direct,Home_Improvement,1,NY,53,0
718,179999,0.52,7,0.32,7,36381,36,30.71,Partner,Home_Improvement,7,TX,30,1
811,40638,0.26,8,0.77,8,34110,60,11.52,Direct,Business,3,CA,44,0
755,54116,0.31,6,0.19,6,12750,36,26.41,Mail,Auto,27,TX,42,0
812,182925,0.8,20,0.24,9,34889,60,19.84,Direct,Home_Improvement,39,OH,58,0
815,98785,0.29,8,0.11,10,39419,60,25.21,Mail,Business,36,NY,30,1
711,178145,0.58,10,0.17,4,30250,60,29.94,Mail,Business,21,FL,68,1
666,38673,0.63,6,0.64,7,22592,36,31.4,Partner,Debt_Consolidation,29,CA,45,1
767,100659,0.53,18,0.36,8,44930,60,6.69,Direct,Personal,20,CA,35,0
551,106744,0.72,15,0.83,6,40195,36,10.12,Partner,Home_Improvement,10,Other,66,1
813,197294,0.49,10,0.19,1,49946,36,9.91,Direct,Auto,8,PA,75,0
703,85823,0.52,8,0.81,1,39909,60,16.27,Direct,Business,,IL,32,0
802,137114,0.75,2,0.84,7,15976,36,20.84,Direct,Debt_Consolidation,7,FL,55,1
595,191187,0.43,14,0.13,0,32251,36,22.37,Direct,Auto,27,NY,25,0
577,90862,0.19,0,0.77,0,13148,36,24.62,Direct,Debt_Consolidation,23,FL,47,0
648,56508,0.47,15,0.48,4,6478,36,15.13,Direct,Debt_Consolidation,9,CA,36,1
798,186846,0.02,13,1.25,6,22916,36,30.49,Mail,Personal,0,MI,41,1
820,38429,0.51,13,0.15,3,5090,60,29.09,Direct,Debt_Consolidation,7,CA,75,1
719,171042,0.05,3,0.12,10,38625,60,18.29,Direct,Personal,18,IL,47,0
688,181451,0.34,2,0.86,2,40654,60,11.57,Partner,Auto,19,PA,66,0
756,159206,0.59,17,0.69,2,30294,36,32.62,Direct,Home_Improvement,2,CA,57,0
731,24182,0.09,6,0.85,3,26208,60,30.74,Partner,Personal,,MI,49,1
757,100893,0.75,20,0.83,1,42989,36,18.48,Direct,Debt_Consolidation,40,IL,31,0
670,142993,0.79,2,0.8,1,43838,60,6.88,Direct,Home_Improvement,24,GA,72,1
684,35724,0.62,17,0.06,1,40639,36,23.49,Mail,Debt_Consolidation,5,IL,66,0
823,176375,0.04,19,0.5,6,45443,36,24.21,Partner,Debt_Consolidation,18,Other,40,0
627,179729,0.22,0,0.41,7,4286,60,34.07,Direct,Debt_Consolidation,35,Other,30,1
715,146920,0.14,0,0.03,0,13929,36,15.97,Partner,Debt_Consolidation,28,NY,43,0
764,89197,0.52,3,0.61,9,23690,60,32.97,Direct,Debt_Consolidation,2,IL,26,1
618,57990,0.35,15,0.7,7,4595,60,14.82,Direct,Home_Improvement,11,NY,36,0
596,83187,0.42,0,0.12,5,43464,36,19.32,Partner,Auto,23,OH,27,1
677,61181,0.72,6,0.47,0,34045,36,23.29,Direct,Debt_Consolidation,20,Other,30,1
728,146498,0.63,13,0.33,6,11864,60,5.19,Direct,Personal,26,CA,66,0
706,155927,0.14,9,0.04,10,36458,36,20.58,Direct,Home_Improvement,11,PA,57,0
809,141381,0.58,12,0.02,0,25064,36,21.15,Partner,Personal,12,CA,66,0
593,117017,0.16,4,0.64,7,49972,36,34.65,Direct,Debt_Consolidation,18,CA,49,0
799,43527,0.19,14,0.99,9,36201,60,5.24,Direct,Auto,21,Other,36,0
640,59330,0.52,7,0.98,9,26581,36,18.59,Partner,Auto,31,NC,71,1
636,60158,0.01,6,0.78,6,17802,36,29.0,Direct,Home_Improvement,7,GA,34,0
771,169501,0.47,20,0.2,9,18235,36,7.23,Mail,Home_Improvement,33,PA,67,0
644,147072,0.41,15,0.79,1,4750,36,17.65,Direct,Personal,21,NY,62,0
847,120484,0.49,2,1.05,5,12017,60,20.86,Partner,Home_Improvement,35,MI,53,0
639,73565,0.56,0,0.24,6,34511,36,20.23,Direct,Home_Improvement,16,PA,71,0
651,65556,0.35,15,0.99,6,14920,60,28.44,Direct,Business,4,GA,64,1
790,169420,0.77,10,0.96,6,34594,36,10.3,Partner,Home_Improvement,4,Other,72,0
666,47471,0.1,12,0.36,7,21261,36,5.22,Direct,Home_Improvement,4,CA,52,0
711,157857,0.44,2,0.87,8,21805,60,29.36,Direct,Personal,7,Other,45,1
840,46980,0.01,11,0.23,0,2219,36,18.79,Partner,Personal,14,FL,46,0
640,27837,0.68,20,0.89,1,40108,36,5.15,Mail,Auto,24,NY,26,0
801,61083,0.03,9,0.36,9,37137,36,18.02,Partner,Personal,22,GA,35,1
584,29349,0.25,18,0.27,1,32807,36,6.06,Mail,Home_Improvement,21,MI,27,1
850,59276,0.23,0,0.48,1,42793,36,15.14,Partner,Debt_Consolidation,15,FL,57,1
663,178600,0.08,10,0.87,0,47043,36,5.83,Partner,Personal,24,CA,52,0
687,122584,0.29,0,0.23,4,42492,36,31.02,Direct,Home_Improvement,18,GA,45,1
621,75996,0.14,3,0.38,5,7891,60,20.67,Mail,Personal,38,NC,28,0
846,62340,0.31,14,0.47,5,2369,36,17.04,Mail,Home_Improvement,40,OH,53,1
835,187505,0.4,5,0.01,0,17848,60,34.37,Direct,Personal,21,TX,35,0
790,50145,0.55,18,0.94,4,23093,36,6.93,Direct,Home_Improvement,35,FL,24,0
711,131339,0.73,8,0.14,7,46084,36,22.81,Direct,Home_Improvement,39,CA,22,0
685,132880,0.53,14,0.04,3,28416,36,18.19,Direct,Personal,10,NY,32,0
780,130431,0.15,5,0.55,9,23703,36,32.78,Direct,Personal,24,CA,36,0
634,165151,0.09,6,0.61,3,41041,36,23.55,Mail,Personal,34,Other,31,0
745,94682,0.31,13,0.84,7,25643,36,18.91,Partner,Debt_Consolidation,3,FL,56,1
706,84962,0.64,18,0.58,2,24342,60,31.48,Mail,Home_Improvement,27,TX,28,0
628,104497,0.55,4,0.01,2,45078,60,27.84,Direct,Home_Improvement,7,PA,74,0
655,178526,0.62,1,0.85,5,13763,36,34.12,Direct,Auto,34,GA,35,0
755,175312,0.11,2,0.58,10,9062,36,14.85,Partner,Auto,2,IL,59,0
692,26422,0.68,18,0.94,1,21277,36,20.3,Partner,Debt_Consolidation,19,IL,36,0
786,183822,0.13,12,0.18,6,15849,36,26.48,Direct,Business,31,Other,69,1
570,105580,0.33,10,0.68,1,18403,36,25.56,Direct,Personal,33,NY,62,0
770,28753,0.75,20,0.09,1,31853,36,9.8,Direct,Auto,15,NY,49,0
588,157764,0.8,6,0.29,3,23574,60,26.47,Partner,Home_Improvement,7,CA,25,1
825,146216,0.71,7,0.73,4,8932,36,29.74,Direct,Debt_Consolidation,19,Other,49,0
823,105672,0.47,12,0.4,7,42752,36,5.41,Mail,Debt_Consolidation,14,IL,56,0
741,133657,0.01,16,0.97,10,18340,36,20.25,Partner,Auto,18,OH,39,0
583,142496,0.16,12,0.03,8,30983,36,27.92,Direct,Personal,12,TX,65,0
553,100092,0.27,20,0.23,10,35383,36,13.32,Direct,Personal,26,FL,37,0
599,73337,0.7,15,0.65,2,42657,60,29.29,Partner,Personal,22,CA,34,0
799,36635,,20,0.24,8,21375,36,32.42,Direct,Debt_Consolidation,9,NY,53,0
678,159133,0.41,0,0.34,0,17264,60,7.64,Direct,Personal,15,PA,49,0
579,165793,0.71,5,0.79,10,34875,36,13.22,Partner,Personal,26,FL,58,0
635,185763,0.24,16,0.41,10,6603,36,17.95,Mail,Auto,10,NC,35,1
569,42191,0.22,2,0.85,8,1057,36,13.85,Direct,Business,2,Other,56,1
756,68711,0.17,14,0.54,8,28900,36,19.39,Direct,Auto,29,MI,47,0
672,126860,0.45,18,0.05,5,32097,36,7.23,Direct,Debt_Consolidation,26,OH,46,0
763,42445,0.72,16,0.27,3,23456,60,18.59,Partner,Auto,8,FL,65,0
648,135293,0.23,17,0.88,2,13458,60,31.6,Direct,Personal,20,TX,21,1
795,155537,0.14,10,0.79,9,37398,60,32.39,Mail,Auto,14,GA,49,1
565,99697,0.17,8,0.09,2,29642,60,31.76,Partner,Personal,,GA,41,0
786,20807,0.69,16,0.21,3,45460,36,12.05,Partner,Personal,23,OH,58,1
793,98978,0.42,6,0.63,8,5668,36,25.56,Partner,Home_Improvement,21,NC,46,1
695,50355,0.04,12,0.01,0,49913,36,32.84,Partner,Debt_Consolidation,4,Other,63,0
741,118724,0.48,18,0.09,1,20225,36,11.9,Partner,Auto,39,NY,49,0
746,165907,0.15,5,0.42,5,13737,36,31.13,Partner,Auto,37,FL,48,1
813,142225,0.61,16,0.56,4,8076,36,24.18,Direct,Business,33,Other,49,1
673,138013,0.49,5,0.16,9,14650,36,23.02,Partner,Personal,4,Other,64,1
565,30726,0.38,10,0.4,8,32792,36,33.16,Direct,Home_Improvement,22,Other,49,0
605,33790,0.23,7,0.4,7,32671,36,34.9,Partner,Auto,12,OH,68,1
791,102210,0.26,14,0.58,1,9662,36,30.12,Direct,Personal,10,CA,55,0
820,56240,,18,0.45,9,19273,36,12.07,Direct,Debt_Consolidation,33,NC,48,0
668,168070,0.73,9,0.12,3,22204,60,6.15,Partner,Home_Improvement,18,IL,71,0
703,91485,0.27,4,0.48,6,5177,36,23.05,Direct,Auto,30,TX,38,0
553,82713,0.36,5,0.98,0,15967,36,17.42,Mail,Home_Improvement,1,CA,56,0
790,113907,0.02,6,0.58,10,41900,36,30.14,Partner,Personal,28,FL,74,0
675,44114,0.61,15,0.78,1,34998,36,10.44,Direct,Debt_Consolidation,33,NC,47,1
823,51294,0.19,6,0.14,6,9508,36,25.55,Partner,Debt_Consolidation,16,CA,46,0
687,85128,0.65,18,0.65,4,7762,36,8.27,Direct,Personal,2,Other,75,1
809,62865,0.43,0,0.79,9,11675,36,15.66,Mail,Debt_Consolidation,22,FL,46,0
595,102873,0.11,9,0.01,4,9049,36,24.12,Direct,Home_Improvement,9,GA,50,0
779,169584,0.59,6,0.8,3,16664,36,18.08,Partner,Debt_Consolidation,5,TX,56,0
639,170806,0.67,11,0.05,6,19438,36,5.42,Direct,Debt_Consolidation,31,OH,36,0
769,116850,0.56,11,0.28,1,9354,36,11.61,Partner,Personal,29,Other,64,0
638,153728,0.72,3,0.89,10,14772,36,34.46,Direct,Auto,11,TX,42,0
766,189481,0.0,16,0.08,,34212,36,34.07,Direct,Debt_Consolidation,16,CA,70,0
824,56321,0.54,1,0.76,10,21661,36,17.53,Direct,Personal,1,NY,63,0
782,77284,0.51,4,0.33,0,16206,36,14.47,Direct,Debt_Consolidation,38,Other,71,0
849,63229,0.62,6,0.11,5,4134,60,21.81,Direct,Auto,12,FL,58,1
657,68807,0.6,5,0.88,2,2645,36,25.44,Partner,Debt_Consolidation,24,FL,73,0
662,80145,0.48,19,0.58,4,14600,36,5.88,Partner,Personal,32,PA,43,0
557,197957,0.68,10,0.48,8,16876,60,18.37,Direct,Home_Improvement,38,CA,56,0
559,138197,0.6,10,0.87,2,44864,36,25.37,Direct,Debt_Consolidation,10,Other,49,1
718,34012,0.64,17,0.87,10,9661,36,19.57,Mail,Home_Improvement,16,CA,46,1
682,159714,0.2,15,0.19,2,3715,36,13.94,Partner,Auto,0,NC,64,0
550,51665,0.05,1,0.76,6,33001,36,23.31,Mail,Personal,40,NY,37,1
797,37375,0.79,15,0.69,3,23712,36,18.29,Direct,Personal,1,GA,55,1
552,39722,0.59,2,0.64,8,15496,36,7.72,Direct,Home_Improvement,31,CA,39,0
562,97795,0.12,7,0.1,7,10194,36,8.92,Mail,Debt_Consolidation,17,GA,51,1
671,148829,0.73,16,0.53,9,11782,36,12.67,Partner,Personal,38,NY,22,0
598,139563,0.05,11,0.77,4,31471,36,27.21,Partner,Debt_Consolidation,28,NC,58,1
713,185997,0.47,8,0.77,9,6447,36,29.55,Partner,Home_Improvement,40,IL,34,0
572,161045,0.0,10,0.84,3,18338,36,5.74,Partner,Debt_Consolidation,29,CA,75,1
684,137092,0.28,19,0.43,4,47623,36,33.45,Direct,Personal,30,CA,75,0
793,65948,0.79,7,0.69,0,36657,36,28.48,Partner,Personal,40,Other,61,1
604,63585,0.62,16,0.02,4,47012,36,6.8,Mail,Home_Improvement,30,NC,29,1
782,128938,0.72,7,0.91,2,6586,36,9.57,Direct,Personal,7,OH,25,1
771,91851,0.34,9,0.1,7,16415,36,31.25,Partner,Debt_Consolidation,12,IL,61,0
841,187792,0.56,15,0.81,3,45598,60,16.22,Direct,Business,10,CA,63,0
558,181227,0.28,20,0.97,10,29828,36,15.53,Mail,Personal,24,IL,67,1
764,39739,0.56,11,0.64,10,40887,36,25.6,Partner,Personal,32,MI,70,1
558,133877,0.15,16,0.09,6,27057,36,24.85,Partner,Personal,36,Other,55,0
758,85451,0.26,16,0.06,8,33687,60,23.47,Mail,Business,31,TX,30,1
598,160713,0.39,9,0.24,9,27678,36,19.99,Direct,Home_Improvement,33,CA,36,1
765,196165,0.14,18,0.04,4,23835,36,20.79,Direct,Personal,13,PA,35,1
836,141887,0.31,12,0.22,0,17784,36,23.69,Mail,Home_Improvement,29,TX,48,0
608,128061,0.47,2,0.48,1,31236,36,12.43,Partner,Personal,20,IL,37,0
731,135244,0.21,10,0.71,0,32765,36,17.59,Partner,Debt_Consolidation,34,CA,63,0
826,66258,0.51,4,0.92,5,9309,36,29.78,Partner,Debt_Consolidation,0,CA,63,1
730,101632,0.33,8,0.1,10,38925,36,5.98,Direct,Home_Improvement,14,NY,57,1
710,156256,0.2,17,0.98,0,45184,36,9.04,Direct,Personal,31,NY,65,1
552,174833,0.08,14,0.28,7,38350,36,5.42,Partner,Home_Improvement,34,CA,59,0
749,105404,0.44,9,0.03,9,17063,60,17.62,Direct,Auto,35,OH,49,0
713,130043,0.14,13,0.04,0,37334,36,15.95,Partner,Home_Improvement,,CA,70,0
829,124148,0.69,15,0.63,10,42098,36,6.53,Partner,Personal,3,NY,75,0
654,174748,0.37,20,0.39,1,25004,36,7.07,Mail,Home_Improvement,35,Other,24,0
707,60549,0.53,13,0.22,8,16578,36,22.51,Partner,Debt_Consolidation,40,IL,73,0
577,179744,0.11,7,0.94,5,24805,60,20.12,Direct,Business,14,Other,37,0
729,104195,0.77,17,0.49,3,2215,36,22.61,Direct,Home_Improvement,3,IL,71,0
839,105916,0.5,5,0.65,2,31421,60,28.42,Partner,Home_Improvement,17,GA,42,1
632,154564,0.22,16,0.3,7,18724,60,12.72,Partner,Home_Improvement,11,TX,56,0
802,192172,0.15,0,0.83,8,42794,36,15.66,Partner,Personal,18,Other,34,0
719,110136,0.8,11,0.87,6,33782,36,26.07,Partner,Debt_Consolidation,0,IL,21,1
628,91617,0.56,9,0.62,10,19706,60,25.35,Direct,Business,36,FL,65,1
734,144004,0.55,5,0.84,8,32405,60,13.67,Direct,Business,34,Other,34,1
579,29687,0.57,13,0.25,10,31159,36,23.83,Partner,Debt_Consolidation,8,MI,23,1
659,133435,0.79,20,0.75,8,32468,36,15.33,Direct,Home_Improvement,21,FL,53,0
768,120798,0.21,16,0.48,2,44112,36,14.3,Mail,Debt_Consolidation,3,TX,24,0
810,111520,0.11,8,0.64,8,19753,36,18.65,Direct,Personal,23,GA,23,0
721,190068,0.08,2,0.52,9,26814,36,10.93,Partner,Auto,39,FL,43,1
627,95710,0.06,19,0.46,7,48107,36,7.43,Direct,Personal,28,GA,65,0
829,183504,0.78,18,0.52,9,11174,60,7.98,Direct,Home_Improvement,17,IL,51,0
848,75636,0.57,13,0.08,10,49320,36,26.02,Partner,Debt_Consolidation,19,NY,67,1
762,186324,0.25,2,0.91,7,37987,36,24.21,Direct,Debt_Consolidation,8,OH,47,0
704,108083,0.5,17,0.76,7,28751,60,14.63,Partner,Auto,26,OH,54,1
816,83378,0.28,9,0.11,3,49730,36,14.83,Partner,Personal,33,MI,24,0
641,141957,0.22,6,0.33,4,40120,36,20.43,Direct,Personal,9,GA,34,1
588,31657,0.77,0,0.78,7,26419,36,29.91,Direct,Personal,0,OH,32,0
587,125764,0.51,18,0.8,10,33461,36,29.35,Direct,Personal,5,GA,38,0
793,54263,0.52,12,0.92,5,3854,36,26.91,Partner,Debt_Consolidation,24,FL,24,0
636,87232,0.03,10,0.93,5,16542,36,27.92,Mail,Business,39,Other,22,1
634,71464,0.21,16,0.49,5,28448,60,28.84,Mail,Home_Improvement,23,TX,43,0
838,135018,0.24,12,0.58,0,3870,36,26.5,Direct,Business,12,MI,54,1
550,171520,0.54,0,0.3,7,25266,36,8.08,Partner,Personal,25,NY,43,0
753,174861,0.4,4,0.16,2,19970,36,6.26,Direct,Personal,4,TX,57,1
601,84552,0.31,7,0.34,1,45017,36,30.35,Mail,Personal,9,CA,56,1
611,90665,0.0,4,0.64,,20526,36,9.37,Partner,Personal,1,FL,30,1
616,137333,0.42,19,0.17,10,45045,36,12.94,Direct,Personal,31,IL,57,1
798,127700,0.15,8,0.89,8,19009,36,27.06,Partner,Personal,34,Other,69,0
660,118556,0.06,8,0.0,3,1017,60,6.19,Direct,Personal,24,Other,24,0
765,38051,0.39,6,0.43,9,10540,36,14.64,Partner,Debt_Consolidation,28,PA,50,1
629,36784,0.22,5,0.59,2,13194,36,33.38,Mail,Personal,5,GA,33,1
798,198686,0.02,18,0.86,4,3776,36,34.96,Direct,Personal,10,FL,32,0
817,194415,0.66,18,0.22,3,46700,36,6.04,Direct,Personal,12,Other,33,1
669,74322,0.57,14,0.51,9,24934,60,7.39,Mail,Business,15,CA,69,1
726,35517,0.41,5,0.35,7,9461,36,10.46,Partner,Personal,0,CA,56,0
783,94744,0.37,20,0.75,2,49703,60,7.94,Partner,Home_Improvement,24,Other,44,1
784,193169,0.0,5,0.33,2,45399,36,29.09,Partner,Home_Improvement,6,Other,71,0
586,57443,0.34,13,0.45,10,34252,36,28.58,Mail,Auto,20,Other,57,1
697,105172,0.61,4,0.02,5,18737,36,9.21,Direct,Personal,19,Other,24,0
686,69824,0.64,1,0.61,5,45290,36,21.0,Partner,Personal,23,Other,36,0
633,125342,0.22,14,0.28,8,31378,36,18.05,Partner,Home_Improvement,10,FL,53,0
570,38136,0.59,3,0.14,,35321,36,16.16,Partner,Personal,7,CA,68,0
849,38239,0.66,1,0.44,3,46069,36,26.96,Partner,Business,1,TX,39,0
580,140172,0.03,8,0.69,,5917,36,29.02,Direct,Personal,33,CA,53,0
733,189733,0.09,3,0.26,3,23646,36,14.96,Direct,Debt_Consolidation,8,TX,50,1
612,50797,0.06,13,0.17,7,7305,36,11.23,Direct,Personal,25,CA,27,0
805,68961,0.76,11,0.22,0,33556,36,19.98,Direct,Personal,20,NY,67,1
814,134545,0.58,1,0.74,6,45187,60,8.85,Partner,Personal,2,TX,27,0
588,174869,0.79,8,0.77,0,39999,60,25.49,Direct,Auto,28,Other,66,1
706,40152,0.27,18,0.86,4,41804,36,29.02,Direct,Personal,2,GA,30,0
771,183932,0.48,12,0.84,4,36959,36,31.36,Direct,Personal,36,NC,61,0
804,181881,0.41,12,0.46,8,5367,36,19.8,Partner,Auto,3,TX,53,0
662,70068,0.59,3,0.99,7,38770,36,6.64,Direct,Personal,5,NY,74,1
716,50706,,12,0.64,6,4797,60,32.49,Direct,Home_Improvement,5,NC,75,0
840,67324,0.53,15,0.39,7,15178,36,5.62,Partner,Personal,13,MI,73,0
554,109225,0.28,16,0.65,10,3419,36,29.94,Direct,Home_Improvement,2,PA,47,0
568,112139,0.79,11,0.89,4,21422,36,22.55,Partner,Auto,16,Other,34,1
571,135400,0.32,18,0.12,10,34079,36,27.26,Mail,Home_Improvement,26,PA,52,0
776,93159,0.45,2,0.97,7,29537,60,14.99,Direct,Home_Improvement,2,OH,38,0
617,66494,0.5,1,0.72,3,37631,36,6.07,Direct,Home_Improvement,31,TX,39,0
654,105194,0.75,10,0.25,10,46791,60,13.53,Partner,Personal,6,CA,31,0
609,20801,0.2,4,0.8,0,33950,36,30.41,Direct,Personal,0,NC,59,0
731,49824,0.71,12,0.08,0,33681,36,12.82,Direct,Home_Improvement,37,FL,39,0
636,142221,0.55,14,0.13,1,2222,36,13.06,Partner,Auto,24,CA,22,0
719,173282,0.11,2,0.71,9,21779,36,21.23,Partner,Business,39,Other,57,0
582,159523,0.03,7,0.54,8,29894,36,7.53,Partner,Debt_Consolidation,14,TX,63,0
581,154241,0.26,10,0.22,7,40508,36,18.28,Partner,Personal,16,GA,32,1
725,61174,0.68,9,0.4,10,6139,36,7.08,Mail,Business,,CA,52,0
560,119115,0.76,13,0.87,8,41742,60,20.06,Direct,Debt_Consolidation,26,GA,44,1
703,97222,0.5,0,0.69,9,37079,36,10.81,Mail,Personal,24,TX,59,0
572,56030,0.48,12,0.79,3,13013,60,26.29,Direct,Personal,12,OH,22,0
804,155367,0.34,0,0.08,0,34791,36,32.36,Direct,Business,4,MI,32,0
594,153156,0.17,15,0.56,1,20943,60,27.58,Partner,Personal,29,FL,72,0
578,136204,0.41,14,0.45,5,22892,36,6.04,Direct,Business,40,FL,61,0
656,76957,0.8,2,0.27,4,31917,36,7.54,Direct,Auto,14,MI,30,0
630,89317,0.52,13,0.3,5,5927,60,20.82,Partner,Home_Improvement,30,NC,33,1
802,195557,0.2,2,0.6,4,2681,36,6.84,Partner,Personal,32,NY,71,0
677,184068,0.65,17,0.47,7,26062,36,12.82,Direct,Personal,7,Other,39,1
615,159382,0.52,5,0.42,,43262,36,33.92,Direct,Personal,30,OH,44,0
